col,kld1,kld2,kst,overlap
k_pct_threshold_10,4.518280019773739,3.6629274198950874,0.7450980392156863,0.30672759292733837
peak_value,3.8850385093685884,4.027072014858781,0.6568627450980392,0.37102366532448033
MSE,0.9162665994283034,0.8657695766381034,0.12418300653594772,0.8957283677874837
SSIM,1.0729815888536076,1.129190191169298,0.42483660130718953,0.6264253167877898
NCC,5.347536250709549,5.227748873121281,0.8333333333333334,0.21797546272154236
PSR,5.203162932952205,5.3459244027652035,0.8496732026143791,0.20218967336953114
correlation_coefficient,5.347536250709549,5.227748873121281,0.8333333333333334,0.2179754627213825
jaccard_index_0,5.184862392136706,4.97041699822277,0.7908496732026145,0.2417299361934131
jaccard_index_-1,5.805467843984406,5.460198892262512,0.8398692810457516,0.19214819144777645
jaccard_index_-2,1.8391044108834755,1.6634900541958135,0.5065359477124183,0.543416788121181
